idx	id	scientific.name	family	taxon.rank	taxon.status	search.str	threat.status	original.search
1188	17569	Euphorbia heterophylla L.	Euphorbiaceae	species	accepted	Euphorbia heterophylla	NA	Euphorbia heterophylla
1189	22700	Euphorbia hirta L.	Euphorbiaceae	species	accepted	Euphorbia hirta	NA	Euphorbia hirta
1190	29149	Bernardia hirsutissima (Baill.) Müll.Arg.	Euphorbiaceae	species	accepted	Bernardia hirsutissima	NA	Bernardia hirsutissima
1191	603726	Erythroxylum umbu Costa-Lima	Erythroxylaceae	species	accepted	Erythroxylum umbu	NA	Erythroxylum amplifolium
1192	15041	Cecropia pachystachya Trécul	Urticaceae	species	accepted	Cecropia pachystachya	NA	Cecropia pachystachya
1193	22581	Kalanchoe pinnata (Lam.) Pers.	Crassulaceae	species	accepted	Kalanchoe pinnata	NA	Kalanchoe pinnata
1194	28391	Evolvulus rariflorus (Meisn.) Ooststr.	Convolvulaceae	species	accepted	Evolvulus rariflorus	VU	Evolvulus rariflorus
1195	16284	Richterago discoidea (Less.) Kuntze	Asteraceae	species	accepted	Richterago discoidea	NA	Richterago discoidea
1197	27201	Lessingianthus linearis (Spreng.) H.Rob.	Asteraceae	species	accepted	Lessingianthus linearis	NA	Lessingianthus linearis
1198	16072	Cosmos sulphureus Cav.	Asteraceae	species	accepted	Cosmos sulphureus	NA	Cosmos sulphureus
1199	16263	Porophyllum ruderale (Jacq.) Cass.	Asteraceae	species	accepted	Porophyllum ruderale	NA	Porophyllum ruderale
1200	16341	Tagetes minuta L.	Asteraceae	species	accepted	Tagetes minuta	NA	Tagetes minuta
1201	16256	Pluchea sagittalis (Lam.) Cabrera	Asteraceae	species	accepted	Pluchea sagittalis	NA	Pluchea sagittalis
1202	16302	Sonchus oleraceus L.	Asteraceae	species	accepted	Sonchus oleraceus	NA	Sonchus oleraceus
1203	103749	Bidens pilosa L.	Asteraceae	species	accepted	Bidens pilosa	NA	Bidens pilosa
1204	30572	Peltaea macedoi Krapov. & Cristóbal	Malvaceae	species	accepted	Peltaea macedoi	NA	Peltaea macedoi
1205	19455	Heteropterys nervosa A.Juss.	Malpighiaceae	species	accepted	Heteropterys nervosa	NA	Heteropterys nervosa
1207	17911	Leonurus japonicus Houtt.	Lamiaceae	species	accepted	Leonurus japonicus	NA	Leonurus japonicus
1208	30105	Hypenia micrantha (Benth.) Harley	Lamiaceae	species	accepted	Hypenia micrantha	EN	Hypenia micrantha
1210	14834	Solanum pseudocapsicum L.	Solanaceae	species	accepted	Solanum pseudocapsicum	NA	Solanum pseudocapsicum
1211	124563	Datura stramonium L.	Solanaceae	species	accepted	Datura stramonium	NA	Datura stramonium
1213	16042	Campuloclinium macrocephalum (Less.) DC.	Asteraceae	species	accepted	Campuloclinium macrocephalum	NA	Campuloclinium macrocephalum
1214	20551	Polygala glochidata Kunth	Polygalaceae	species	accepted	Polygala glochidata	NA	Polygala glochidiata
1215	4198	Ruellia brevicaulis (Nees) Lindau	Acanthaceae	species	accepted	Ruellia brevicaulis	NA	Ruellia brevicaulis
1216	10275	Calyptranthes clusiifolia O.Berg	Myrtaceae	species	accepted	Calyptranthes clusiifolia	NA	Calyptranthes clusiifolia
1217	4381	Anacardium occidentale L.	Anacardiaceae	species	accepted	Anacardium occidentale	NA	Anacardium occidentale
1218	59418	Mesosphaerum suaveolens (L.) Kuntze	Lamiaceae	species	accepted	Mesosphaerum suaveolens	NA	Mesosphaerum suaveolens
1219	29551	Collaea speciosa (Loisel.) DC.	Fabaceae	species	accepted	Collaea speciosa	LC	Collaea speciosa
1220	29974	Deianira pallescens Cham. & Schltdl.	Gentianaceae	species	accepted	Deianira pallescens	NA	Deianira pallescens
1222	132604	Eplingiella fruticosa (Salzm. ex Benth.) Harley & J.F.B. Pastore	Lamiaceae	species	accepted	Eplingiella fruticosa	NA	Eplingiella fruticosa
1223	80251	Aspidosperma oblongum A.DC.	Apocynaceae	species	accepted	Aspidosperma oblongum	NA	Aspidosperma oblongum
1224	20691	Borreria alata (Aubl.) DC.	Rubiaceae	species	accepted	Borreria alata	NA	Spermacoce alata
1225	27851	Chamaecrista basifolia (Vogel) H.S.Irwin & Barneby	Fabaceae	species	accepted	Chamaecrista basifolia	NA	Chamaecrista basifolia
1226	117092	Annona crassiflora Mart.	Annonaceae	species	accepted	Annona crassiflora	NA	Annona crassiflora
1227	33785	Tabernaemontana undulata Vahl	Apocynaceae	species	accepted	Tabernaemontana undulata	NA	Tabernaemontana undulata
1228	117278	Annona warmingiana Mello-Silva & Pirani	Annonaceae	species	accepted	Annona warmingiana	NA	Annona warmingiana
1229	4791	Oxypetalum pachygynum Decne.	Apocynaceae	species	accepted	Oxypetalum pachygynum	NA	Oxypetalum pachygynum
1230	59379	Mesosphaerum pectinatum (L.) Kuntze	Lamiaceae	species	accepted	Mesosphaerum pectinatum	NA	Mesosphaerum pectinatum
1231	27330	Praxelis capillaris (DC.) Sch.Bip.	Asteraceae	species	accepted	Praxelis capillaris	NA	Praxelis capillaris
1232	15758	Aristolochia labiata Willd.	Aristolochiaceae	species	accepted	Aristolochia labiata	LC	Aristolochia labiata
1233	23201	Tamarindus indica L.	Fabaceae	species	accepted	Tamarindus indica	NA	Tamarindus indica
1234	32968	Turnera longiflora Cambess.	Turneraceae	species	accepted	Turnera longiflora	NA	Turnera longiflora
1235	4304	Alternanthera tenella Colla	Amaranthaceae	species	accepted	Alternanthera tenella	LC	Alternanthera ficoidea
1236	4209	Ruellia multifolia (Nees) Lindau	Acanthaceae	species	accepted	Ruellia multifolia	LC	Ruellia multifolia
1237	26262	Ruellia eriocalyx Glaz. ex Wassh.	Acanthaceae	species	NA	Ruellia eriocalyx	NA	Ruellia eriocalyx
1238	26340	Gomphrena lanigera Pohl ex Moq.	Amaranthaceae	species	accepted	Gomphrena lanigera	NA	Gomphrena lanigera
1239	116824	Hedyosmum racemosum (Ruiz & Pav.) G.Don	Chloranthaceae	species	accepted	Hedyosmum racemosum	NA	Hedyosmum racemosum
1241	21449	Lippia origanoides Kunth	Verbenaceae	species	accepted	Lippia origanoides	NA	Lippia origanoides
1242	12927	Stemodia foliosa Benth.	Plantaginaceae	species	accepted	Stemodia foliosa	NA	Stemodia foliosa
1243	110583	Xylopia sericea A.St.-Hil.	Annonaceae	species	accepted	Xylopia sericea	NA	Xylopia sericea
1244	30317	Cuphea pohlii Lourteig	Lythraceae	species	accepted	Cuphea pohlii	NA	Cuphea pohlii
1246	29516	Centrosema brasilianum (L.) Benth.	Fabaceae	species	accepted	Centrosema brasilianum	NA	Centrosema brasilianum
1247	604007	Praxelis diffusa (Rich.) Pruski	Asteraceae	species	accepted	Praxelis diffusa	NA	Praxelis diffusa
1248	82872	Centrosema angustifolium (Kunth) Benth.	Fabaceae	species	accepted	Centrosema angustifolium	NA	Centrosema angustifolium
1249	127263	Asemeia rhodoptera (Mart. ex A.W.Benn.) J.F.B.Pastore & J.R.Abbott	Polygalaceae	species	accepted	Asemeia rhodoptera	NA	Asemeia rhodoptera
1250	36135	Manihot cecropiifolia Pohl	Euphorbiaceae	species	accepted	Manihot cecropiifolia	NA	Manihot cecropiifolia
1252	36038	Euphorbia adenoptera Bertol.	Euphorbiaceae	species	accepted	Euphorbia adenoptera	NA	Euphorbia adenoptera
1253	24134	Averrhoa carambola L.	Oxalidaceae	species	accepted	Averrhoa carambola	NA	Averrhoa carambola
1254	10907	Bougainvillea spectabilis Willd.	Nyctaginaceae	species	accepted	Bougainvillea spectabilis	NA	Bougainvillea spectabilis
1256	4508	Allamanda cathartica L.	Apocynaceae	species	accepted	Allamanda cathartica	NA	Allamanda cathartica
1258	22915	Dalbergia nigra (Vell.) Allemão ex Benth.	Fabaceae	species	accepted	Dalbergia nigra	VU	Dalbergia nigra
1259	117254	Annona monticola Mart.	Annonaceae	species	accepted	Annona monticola	LC	Annona monticola
1260	20789	Palicourea crocea (Sw.) Roem. & Schult.	Rubiaceae	species	accepted	Palicourea crocea	NA	Palicourea crocea
1261	5389	Mikania lasiandrae DC.	Asteraceae	species	accepted	Mikania lasiandrae	NA	Mikania lasiandrae
1262	6853	Garcinia gardneriana (Planch. & Triana) Zappi	Clusiaceae	species	accepted	Garcinia gardneriana	NA	Garcinia gardneriana
1263	19229	Vigna halophila (Piper) Maréchal et al.	Fabaceae	species	accepted	Vigna halophila	NA	Vigna halophila
1264	14225	Psychotria tenerior (Cham.) Müll.Arg.	Rubiaceae	species	accepted	Psychotria tenerior	NA	Psychotria tenerior
1265	17665	Sapium obovatum Klotzsch ex Müll.Arg.	Euphorbiaceae	species	accepted	Sapium obovatum	NA	Sapium obovatum
1266	16528	Cordia sellowiana Cham.	Boraginaceae	species	accepted	Cordia sellowiana	NA	Cordia sellowiana
1267	13714	Coccoloba scandens Casar.	Polygonaceae	species	accepted	Coccoloba scandens	NA	Coccoloba scandens
1268	15325	Drimys brasiliensis Miers	Winteraceae	species	accepted	Drimys brasiliensis	LC	Drimys brasiliensis
1270	8763	Cuphea racemosa (L.f.) Spreng.	Lythraceae	species	accepted	Cuphea racemosa	NA	Cuphea racemosa
1271	16681	Centropogon cornutus (L.) Druce	Campanulaceae	species	accepted	Centropogon cornutus	NA	Centropogon cornutus
1272	33282	Dendrophthora warmingii (Eichler) Kuijt	Santalaceae	species	accepted	Dendrophthora warmingii	NA	Dendrophthora warmingii
1273	29759	Machaerium acutifolium Vogel	Fabaceae	species	accepted	Machaerium acutifolium	NA	Machaerium acutifolium
1275	121900	Ruellia jussieuoides Schltdl. & Cham.	Acanthaceae	species	accepted	Ruellia jussieuoides	NA	Ruellia jussieuoides
1276	4662	Mandevilla illustris (Vell.) Woodson	Apocynaceae	species	accepted	Mandevilla illustris	NA	Mandevilla illustris
1277	5105	Dendropanax cuneatus (DC.) Decne. & Planch.	Araliaceae	species	accepted	Dendropanax cuneatus	LC	Dendropanax cuneatus
1278	10189	Pseudolmedia laevigata Trécul	Moraceae	species	accepted	Pseudolmedia laevigata	NA	Pseudolmedia laevigata
1279	16854	Licania sclerophylla (Hook.f.) Fritsch	Chrysobalanaceae	species	accepted	Licania sclerophylla	NA	Licania sclerophylla
1280	114098	Handroanthus umbellatus (Sond.) Mattos	Bignoniaceae	species	accepted	Handroanthus umbellatus	NA	Handroanthus umbellatus
1281	31447	Virola urbaniana Warb.	Myristicaceae	species	accepted	Virola urbaniana	NA	Virola urbaniana
1283	116347	Schoepfia brasiliensis A.DC.	Schoepfiaceae	species	accepted	Schoepfia brasiliensis	NA	Schoepfia brasiliensis
1284	15978	Austroeupatorium inulifolium (Kunth) R.M.King & H.Rob.	Asteraceae	species	synonym	Austroeupatorium inulifolium	NA	Austroeupatorium inulifolium
1285	30201	Nectandra gardneri Meisn.	Lauraceae	species	accepted	Nectandra gardneri	NA	Nectandra gardneri
1287	80737	Tanacetum vulgare L.	Asteraceae	species	accepted	Tanacetum vulgare	NA	Tanacetum vulgare
1289	8355	Salvia tomentella Pohl	Lamiaceae	species	accepted	Salvia tomentella	NA	Salvia tomentella
1290	8250	Hyptis rubiginosa Benth.	Lamiaceae	species	accepted	Hyptis rubiginosa	NA	Hyptis rubiginosa
1291	17611	Manihot tripartita (Spreng.) Müll.Arg.	Euphorbiaceae	species	accepted	Manihot tripartita	NA	Manihot tripartita
1292	30154	Hyptis orbiculata Pohl ex Benth.	Lamiaceae	species	accepted	Hyptis orbiculata	NA	Hyptis orbiculata
1293	4541	Barjonia erecta (Vell.) K.Schum.	Apocynaceae	species	accepted	Barjonia erecta	LC	Barjonia erecta
1294	32971	Turnera purpurascens Arbo	Turneraceae	species	accepted	Turnera purpurascens	NA	Turnera purpurascens
1295	21897	Blepharodon pictum (Vahl) W.D.Stevens	Apocynaceae	species	accepted	Blepharodon pictum	NA	Blepharodon pictum
1296	8347	Salvia scabrida Pohl	Lamiaceae	species	accepted	Salvia scabrida	NA	Salvia scabrida
1297	21466	Stachytarpheta cayennensis (Rich.) Vahl	Verbenaceae	species	accepted	Stachytarpheta cayennensis	NA	Stachytarpheta cayennensis
1298	12529	Passiflora foetida L.	Passifloraceae	species	accepted	Passiflora foetida	NA	Passiflora foetida
1299	29793	Macroptilium sabaraense (Hoehne) V.P.Barbosa	Fabaceae	species	accepted	Macroptilium sabaraense	NA	Macroptilium sabaraense
1301	30100	Hypenia densiflora (Pohl ex Benth.) Harley	Lamiaceae	species	accepted	Hypenia densiflora	NA	Hypenia densiflora
1302	4391	Lithraea molleoides (Vell.) Engl.	Anacardiaceae	species	accepted	Lithraea molleoides	NA	Lithraea molleoides
1303	5295	Dasyphyllum flagellare (Casar.) Cabrera	Asteraceae	species	accepted	Dasyphyllum flagellare	NA	Dasyphyllum flagellare
1304	25586	Vismia guianensis (Aubl.) Choisy	Hypericaceae	species	accepted	Vismia guianensis	NA	Vismia guianensis
1305	19452	Heteropterys eglandulosa A.Juss.	Malpighiaceae	species	accepted	Heteropterys eglandulosa	NA	Heteropterys eglandulosa
1306	30481	Heteropterys xanthophylla A.Juss.	Malpighiaceae	species	accepted	Heteropterys xanthophylla	NA	Heteropterys xanthophylla
1307	4588	Ditassa tomentosa (Decne.) Fontella	Apocynaceae	species	accepted	Ditassa tomentosa	NA	Ditassa tomentosa
1308	10173	Ficus obtusiuscula (Miq.) Miq.	Moraceae	species	accepted	Ficus obtusiuscula	NA	Ficus obtusiuscula
1310	29808	Periandra coccinea (Schrad.) Benth.	Fabaceae	species	accepted	Periandra coccinea	NA	Periandra coccinea
1311	26474	Prestonia erecta (Malme) J.F.Morales	Apocynaceae	species	accepted	Prestonia erecta	NA	Prestonia erecta
1312	85034	Melochia villosa (Mill.) Fawc. & Rendle	Malvaceae	species	accepted	Melochia villosa	NA	Melochia villosa
1313	6593	Protium heptaphyllum (Aubl.) Marchand	Burseraceae	species	accepted	Protium heptaphyllum	NA	Protium heptaphyllum
1314	5616	Begonia fischeri Schrank	Begoniaceae	species	accepted	Begonia fischeri	NA	Begonia fischeri
1315	126125	Aldama discolor (Baker) E.E.Schill. & Panero	Asteraceae	species	accepted	Aldama discolor	NA	Aldama discolor
1316	26859	Baccharis humilis Sch.Bip. ex Baker	Asteraceae	species	accepted	Baccharis humilis	NA	Baccharis humilis
1317	26821	Aspilia jolyana G.M.Barroso	Asteraceae	species	accepted	Aspilia jolyana	NA	Aspilia jolyana
1318	26841	Aspilia subpetiolata Baker	Asteraceae	species	accepted	Aspilia subpetiolata	NA	Wedelia subpetiolata
1319	27417	Stomatanthes trigonus (Gardner) H.Rob.	Asteraceae	species	accepted	Stomatanthes trigonus	NA	Stomatanthes trigonus
1320	5177	Baccharis dracunculifolia DC.	Asteraceae	species	accepted	Baccharis dracunculifolia	NA	Baccharis dracunculifolia
1322	5219	Baccharis oblongifolia (Ruiz & Pav.) Pers.	Asteraceae	species	accepted	Baccharis oblongifolia	NA	Baccharis brachylaenoides
1323	104832	Lessingianthus barrosoanus Dematt.	Asteraceae	species	accepted	Lessingianthus barrosoanus	NA	Lessingianthus barrosoanus
1324	114863	Calea clausseniana Baker	Asteraceae	species	accepted	Calea clausseniana	LC	Calea clausseniana
1325	16260	Porophyllum angustissimum Gardner	Asteraceae	species	accepted	Porophyllum angustissimum	NA	Porophyllum angustissimum
1326	5189	Baccharis illinita DC.	Asteraceae	species	accepted	Baccharis illinita	NA	Baccharis illinita
1328	17280	Davilla grandiflora A.St.-Hil.	Dilleniaceae	species	accepted	Davilla grandiflora	NA	Davilla grandiflora
1329	4719	Minaria micromeria (Decne.) T.U.P.Konno & Rapini	Apocynaceae	species	accepted	Minaria micromeria	NA	Minaria micromeria
1330	4535	Aspidosperma subincanum Mart.	Apocynaceae	species	accepted	Aspidosperma subincanum	NA	Aspidosperma subincanum
1331	7346	Davilla grandifolia Moric. ex Eichler	Dilleniaceae	species	accepted	Davilla grandifolia	NA	Davilla grandifolia
1332	13962	Faramea hyacinthina Mart.	Rubiaceae	species	accepted	Faramea hyacinthina	NA	Faramea hyacinthina
1333	29925	Zornia cryptantha Arechav.	Fabaceae	species	accepted	Zornia cryptantha	NA	Zornia cryptantha
1335	83444	Mimosa piptoptera Barneby	Fabaceae	species	accepted	Mimosa piptoptera	NA	Mimosa piptoptera
1336	29933	Zornia hebecarpa Mohlenbr.	Fabaceae	species	accepted	Zornia hebecarpa	NA	Zornia hebecarpa
1337	26997	Chrysolaena verbascifolia (Less.) H.Rob.	Asteraceae	species	accepted	Chrysolaena verbascifolia	NA	Chrysolaena verbascifolia
1338	10856	Psidium australe Cambess.	Myrtaceae	species	accepted	Psidium australe	NA	Psidium australe
1339	109798	Crotalaria martiana Benth.	Fabaceae	species	accepted	Crotalaria martiana	NA	Crotalaria martiana
1340	31704	Ouratea acuminata (A.DC.) Engl.	Ochnaceae	species	accepted	Ouratea acuminata	NA	Ouratea acuminata
1341	36948	Eugenia limbosa O.Berg	Myrtaceae	species	accepted	Eugenia limbosa	NA	Eugenia limbosa
1342	8937	Peixotoa parviflora A.Juss.	Malpighiaceae	species	accepted	Peixotoa parviflora	NA	Peixotoa parviflora
1343	122368	Planaltina lanigera (DC.) R.M. Salas & E.L. Cabral	Rubiaceae	species	accepted	Planaltina lanigera	NA	Planaltina lanigera
1344	21154	Nicandra physalodes (L.) Gaertn.	Solanaceae	species	accepted	Nicandra physalodes	NA	Nicandra physalodes
1345	582303	Aureliana picta (Mart.) I.M.C.Rodrigues & Stehmann.	Solanaceae	species	accepted	Aureliana picta	NA	Aureliana picta
1348	80256	Catharanthus roseus (L.) Don	Apocynaceae	species	accepted	Catharanthus roseus	NA	Catharanthus roseus
1350	80281	Mandevilla rugellosa (A.Rich.) L.Allorge	Apocynaceae	species	accepted	Mandevilla rugellosa	NA	Mandevilla rugellosa
1351	14816	Solanum oocarpum Sendtn.	Solanaceae	species	accepted	Solanum oocarpum	NA	Solanum oocarpum
1352	29784	Machaerium villosum Vogel	Fabaceae	species	accepted	Machaerium villosum	LC	Machaerium villosum
1353	9798	Microlicia helvola (Spreng.) Triana	Melastomataceae	species	accepted	Microlicia helvola	NA	Microlicia helvola
1354	9791	Microlicia euphorbioides Mart.	Melastomataceae	species	accepted	Microlicia euphorbioides	NA	Microlicia euphorbioides
1356	82672	Bauhinia longifolia (Bong.) Steud.	Fabaceae	species	accepted	Bauhinia longifolia	NA	Bauhinia longifolia
1357	4580	Ditassa obcordata Mart.	Apocynaceae	species	accepted	Ditassa obcordata	NA	Ditassa obcordata
1358	114174	Jacaranda puberula Cham.	Bignoniaceae	species	accepted	Jacaranda puberula	LC	Jacaranda puberula
1359	8172	Hypenia reticulata (Mart. ex Benth.) Harley	Lamiaceae	species	accepted	Hypenia reticulata	NA	Hypenia reticulata
1361	124597	Solanum savannarum Ribeiro-Silva & Proença	Solanaceae	species	accepted	Solanum savannarum	NA	Solanum savannarum
1364	15660	Schefflera morototoni (Aubl.) Maguire et al.	Araliaceae	species	accepted	Schefflera morototoni	NA	Schefflera morototoni
1365	8810	Banisteriopsis nummifera (A.Juss.) B.Gates	Malpighiaceae	species	accepted	Banisteriopsis nummifera	NA	Banisteriopsis nummifera
1366	30448	Byrsonima lancifolia A.Juss.	Malpighiaceae	species	accepted	Byrsonima lancifolia	NA	Byrsonima latifolia
1367	30440	Byrsonima clausseniana A.Juss.	Malpighiaceae	species	accepted	Byrsonima clausseniana	NA	Byrsonima clausseniana
1368	19427	Byrsonima rotunda Griseb.	Malpighiaceae	species	accepted	Byrsonima rotunda	NA	Byrsonima rotunda
1369	36176	Microstachys ditassoides (Didr.) Esser	Euphorbiaceae	species	accepted	Microstachys ditassoides	NA	Microstachys ditassoides
1370	9541	Leandra foveolata (DC.) Cogn.	Melastomataceae	species	accepted	Leandra foveolata	NA	Leandra foveolata
1371	8408	Cryptocarya moschata Nees & Mart.	Lauraceae	species	accepted	Cryptocarya moschata	NA	Cryptocarya moschata
1372	8894	Heteropterys nitida (Lam.) DC.	Malpighiaceae	species	accepted	Heteropterys nitida	NA	Heteropterys nitida
1373	8921	Mascagnia sepium (A.Juss.) Griseb.	Malpighiaceae	species	accepted	Mascagnia sepium	NA	Mascagnia sepium
1374	13977	Faramea nigrescens Mart.	Rubiaceae	species	accepted	Faramea nigrescens	NA	Faramea nigrescens
1375	8927	Niedenzuella glabra (Spreng.) W.R.Anderson	Malpighiaceae	species	accepted	Niedenzuella glabra	NA	Niedenzuella glabra
1376	23170	Senna silvestris (Vell.) H.S.Irwin & Barneby	Fabaceae	species	accepted	Senna silvestris	NA	Senna silvestris
1377	30516	Tetrapterys salicifolia (A.Juss.) Nied.	Malpighiaceae	species	accepted	Tetrapterys salicifolia	NA	Tetrapterys salicifolia
1378	9644	Leandra xanthopogon (Naudin) Cogn.	Melastomataceae	species	accepted	Leandra xanthopogon	NA	Leandra xanthopogon
1379	83463	Mimosa sensitiva L.	Fabaceae	species	accepted	Mimosa sensitiva	NA	Mimosa sensitiva
1380	8571	Utricularia amethystina Salzm. ex A.St.-Hil. & Girard	Lentibulariaceae	species	accepted	Utricularia amethystina	NA	Utricularia amethystina
1381	20870	Tocoyena viscidula Mart.	Rubiaceae	species	accepted	Tocoyena viscidula	NA	Tocoyena viscidula
1382	14236	Richardia grandiflora (Cham. & Schltdl.) Steud.	Rubiaceae	species	accepted	Richardia grandiflora	NA	Richardia grandiflora
1383	14235	Richardia brasiliensis Gomes	Rubiaceae	species	accepted	Richardia brasiliensis	NA	Richardia brasiliensis
1384	14098	Manettia cordifolia Mart.	Rubiaceae	species	accepted	Manettia cordifolia	NA	Manettia cordifolia
1385	20740	Ferdinandusa elliptica (Pohl) Pohl	Rubiaceae	species	accepted	Ferdinandusa elliptica	NA	Ferdinandusa elliptica
1386	32545	Borreria warmingii K.Schum.	Rubiaceae	species	accepted	Borreria warmingii	NA	Spermacoce warmingii
1387	13891	Cordiera concolor (Cham.) Kuntze	Rubiaceae	species	accepted	Cordiera concolor	NA	Cordiera concolor
1388	25889	Guapira campestris (Netto) Lundell	Nyctaginaceae	species	accepted	Guapira campestris	NA	Guapira campestris
1389	136843	Condylostylis candida (Vell.) A. Delgado	Fabaceae	species	accepted	Condylostylis candida	NA	Vigna candida
1390	29804	Ormosia nobilis Tul.	Fabaceae	species	accepted	Ormosia nobilis	NA	Ormosia nobilis
1391	29646	Eriosema cupreum Harms	Fabaceae	species	accepted	Eriosema cupreum	NA	Eriosema cupreum
1392	101050	Bionia coriacea (Nees & Mart.) Benth.	Fabaceae	species	accepted	Bionia coriacea	NA	Camptosema coriaceum
1393	29442	Andira fraxinifolia Benth.	Fabaceae	species	accepted	Andira fraxinifolia	NA	Andira fraxinifolia
1394	23093	Mimosa setosa var. paludosa (Benth.) Barneby	Fabaceae	variety	accepted	Mimosa setosa var. paludosa	NA	Mimosa paludosa
1396	19804	Cybianthus densiflorus Miq.	Primulaceae	species	accepted	Cybianthus densiflorus	NA	Cybianthus densiflorus
1397	27973	Chamaecrista isidorea (Benth.) H.S.Irwin & Barneby	Fabaceae	species	accepted	Chamaecrista isidorea	NA	Chamaecrista isidorea
1398	25596	Amasonia campestris (Aubl.) Moldenke	Lamiaceae	species	accepted	Amasonia campestris	NA	Amasonia campestris
1399	33215	Lippia vernonioides Cham.	Verbenaceae	species	accepted	Lippia vernonioides	NA	Lippia vernonioides
1400	130440	Lippia horridula (Epling) Salimena, Múlgura & Harley	Verbenaceae	species	accepted	Lippia horridula	NA	Lippia horridula
1401	33176	Lippia eupatorium Schauer	Verbenaceae	species	accepted	Lippia eupatorium	NA	Lippia eupatorium
1402	26422	Eryngium malmeanum H.Wolff	Apiaceae	species	accepted	Eryngium malmeanum	NA	Eryngium malmeanum
1403	26410	Eryngium brasiliense Constance	Apiaceae	species	accepted	Eryngium brasiliense	NA	Eryngium brasiliense
1404	5115	Hydrocotyle bonariensis Lam.	Araliaceae	species	accepted	Hydrocotyle bonariensis	NA	Hydrocotyle bonariensis
1405	21886	Foeniculum vulgare Mill.	Apiaceae	species	accepted	Foeniculum vulgare	NA	Foeniculum vulgare
1406	26420	Eryngium junceum Cham. & Schltdl.	Apiaceae	species	accepted	Eryngium junceum	NA	Eryngium junceum
1407	10031	Cissampelos pareira L.	Menispermaceae	species	accepted	Cissampelos pareira	LC	Cissampelos pareira
1408	9819	Mouriri glazioviana Cogn.	Melastomataceae	species	accepted	Mouriri glazioviana	NA	Mouriri glazioviana
1411	4205	Ruellia geminiflora Kunth	Acanthaceae	species	accepted	Ruellia geminiflora	NA	Ruellia geminiflora
1412	26250	Ruellia adenocalyx Lindau	Acanthaceae	species	accepted	Ruellia adenocalyx	NA	Ruellia adenocalyx
1413	23162	Senna occidentalis (L.) Link	Fabaceae	species	accepted	Senna occidentalis	NA	Senna occidentalis
1414	22877	Chamaecrista nictitans (L.) Moench	Fabaceae	species	accepted	Chamaecrista nictitans	NA	Chamaecrista nictitans
1415	27869	Chamaecrista campicola (Harms) H.S.Irwin & Barneby	Fabaceae	species	accepted	Chamaecrista campicola	NA	Chamaecrista campicola
1416	82936	Chamaecrista trichopoda (Benth.) Britton & Rose ex Britton & Killip	Fabaceae	species	accepted	Chamaecrista trichopoda	NA	Chamaecrista trichopoda
1417	27767	Bauhinia curvula Benth.	Fabaceae	species	accepted	Bauhinia curvula	NA	Bauhinia curvula
1422	20575	Polygala subtilis Kunth	Polygalaceae	species	accepted	Polygala subtilis	NA	Polygala subtilis
1423	127257	Asemeia hebeclada (DC.) J.F.B.Pastore & J.R.Abbott	Polygalaceae	species	accepted	Asemeia hebeclada	NA	Asemeia hebeclada
1425	12852	Piper subcinereum C.DC.	Piperaceae	species	accepted	Piper subcinereum	LC	Piper subcinereum
1426	12863	Piper umbellatum L.	Piperaceae	species	accepted	Piper umbellatum	NA	Piper umbellatum
1428	14914	Symplocos platyphylla (Pohl) Benth.	Symplocaceae	species	accepted	Symplocos platyphylla	NA	Symplocos platyphylla
1429	30097	Hypenia calycina (Pohl ex Benth.) Harley	Lamiaceae	species	accepted	Hypenia calycina	NA	Hypenia calycina
1435	127300	Peplonia adnata (E.Fourn.) U.C.S.Silva & Rapini	Apocynaceae	species	accepted	Peplonia adnata	NA	Peplonia adnata
1436	4809	Oxypetalum warmingii (E.Fourn.) Fontella & Marquete	Apocynaceae	species	accepted	Oxypetalum warmingii	LC	Oxypetalum warmingii
1437	4787	Oxypetalum muticum E.Fourn.	Apocynaceae	species	accepted	Oxypetalum muticum	NA	Oxypetalum muticum
1438	26746	Oxypetalum melinioides Goyder	Apocynaceae	species	accepted	Oxypetalum melinioides	NA	Oxypetalum melinioides
1439	4615	Hemipogon acerosus Decne.	Apocynaceae	species	accepted	Hemipogon acerosus	NA	Hemipogon acerosus
1440	26615	Barjonia glazioui Marquete	Apocynaceae	species	accepted	Barjonia glazioui	NA	Barjonia glazioui
1441	110568	Xylopia emarginata Mart.	Annonaceae	species	accepted	Xylopia emarginata	NA	Xylopia emarginata
1442	6854	Garcinia macrophylla Mart.	Clusiaceae	species	accepted	Garcinia macrophylla	NA	Garcinia macrophylla
1443	6851	Garcinia brasiliensis Mart.	Clusiaceae	species	accepted	Garcinia brasiliensis	NA	Garcinia brasiliensis
1444	16878	Kielmeyera rubriflora Cambess.	Calophyllaceae	species	accepted	Kielmeyera rubriflora	NA	Kielmeyera rubriflora
1446	15934	Ageratum conyzoides L.	Asteraceae	species	accepted	Ageratum conyzoides	NA	Ageratum conyzoides
1447	139867	Dysphania ambrosioides (L.) Mosyakin & Clemants	Amaranthaceae	species	accepted	Dysphania ambrosioides	NA	Dysphania ambrosioides
1448	9196	Pseudobombax longiflorum (Mart.) A.Robyns	Malvaceae	species	accepted	Pseudobombax longiflorum	NA	Pseudobombax longiflorum
1449	114078	Handroanthus chrysotrichus (Mart. ex DC.) Mattos	Bignoniaceae	species	accepted	Handroanthus chrysotrichus	NA	Handroanthus chrysotrichus
