R1+2-10-12;ee=0.0553;size=23667	1883	9	0	3	5	1	0	0	0	0	1	1	0	0	0	2	341	0	0	76	14	2242	0	0	7	614	0	72	491	801	0	0	2228	2	1	0	0	54	625	0	0	1	1	0	0	961	487	5	251	40	0	11	18	0	4	60	52	733	21	0	1	5	1	99	0	27	0	4	88	0	0	0	0	8	0	0	73	2	7	0	69	0	13	0	0	1	0	0	0	0	108	0	16	2	0	2	146	75	0	95	0	0	0	0	0	4	0	0	1	0	0	1507	0	0	29	569	1	0	0	524	178	4	31	455	0	0	0	0	2	0	3	178	3411	12	0	1	13	97	14	9	0	0	3	0	134	1330	174	0	7	0	0	0	1	0	0	0	1	441	835	150	1463	119	1002	1	0	1086	0	1	71	68	52	2	27	23	25	28	285	0	0	0	0	7	24	0	0	0
R1+2-31-1228;ee=0.1739;size=17	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	262	2	22	0	108	36	0	0	121	6	0	24	11	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0
R1+2-10-18;ee=0.0545;size=2372	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	327	0	0	1	0	0	0	214	0	0	0	186	0	0	0	0	19	189	0	0	0	0	0	0	138	94	1	0	0	23	12	0	0	7	7	39	0	0	0	0	4	0	22	0	7	0	0	26	0	0	0	27	2	0	0	39	0	0	0	47	0	5	0	0	0	0	0	21	0	0	0	0	0	0	0	30	22	0	0	0	0	0	0	0	0	0	2	3	0	0	105	0	0	6	2	0	0	0	139	0	0	0	33	0	0	0	0	0	0	0	17	774	0	0	0	0	5	1	0	0	0	0	0	16	552	25	0	0	1	0	1	1	0	0	8	0	38	3	4	75	3	10	0	0	14	0	0	20	4	0	0	1	0	0	0	55	0	0	0	0	0	0	0	0	0
R1+2-10-17;ee=0.0459;size=2099	575	5	0	6	4	0	0	0	0	0	1	0	0	5	0	0	130	0	0	0	1	0	0	0	3	1	0	6	0	41	0	1	0	0	0	0	0	40	9	0	1	0	2	0	0	11	33	1	0	0	30	0	1	0	0	6	25	2	73	0	0	57	0	12	0	21	27	90	0	0	0	0	0	0	0	0	108	2	0	0	242	0	27	0	0	0	0	0	108	0	323	0	4	1	1	7	40	0	0	97	0	0	0	0	0	0	0	1	0	0	0	46	0	0	1	0	0	0	0	213	0	0	0	13	0	0	0	0	360	2	0	12	1	92	0	1	0	363	0	5	0	0	0	0	88	5	74	0	167	0	0	80	5	0	0	0	0	0	0	6	9	398	0	0	0	0	0	0	242	83	1	0	6	60	26	55	320	0	0	0	0	0	21	0	0	1
R1+2-10-20;ee=0.0884;size=6111	858	0	0	497	0	0	0	0	0	0	1	0	0	14	4	0	65	0	0	0	0	6	0	0	6	0	0	4	0	0	0	0	442	0	1	0	2	34	261	0	0	0	0	0	0	198	28	3	0	14	1	0	0	0	0	49	0	0	0	0	0	9	0	271	0	10	0	2	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	2	5	0	1	0	0	0	80	0	0	239	0	1	0	0	583	0	1	0	71	0	0	0	0	0	1	1	1080	1801	52	0	71	0	0	2	10	0	0	0	0	10	78	103	0	26	0	0	0	0	0	0	0	2	0	511	92	278	0	21	0	0	14	0	0	236	1	0	0	4	0	0	0	48	0	0	0	0	0	21	0	37	0
R1+2-10-21;ee=0.0761;size=126136	506	107	1	66	15	2	394	0	0	0	572	0	0	164	539	17	191	0	10	84	92	323	19	131	571	643	48	60	2293	1463	280	0	6156	92	16	7	10	771	986	10	4	0	8	1150	0	4437	221	67	649	71	46	27	68	0	2	168	1033	631	519	0	125	222	9	1005	0	564	0	1	223	1	0	0	0	4221	1	0	1196	75	97	2	1344	0	277	9	6	17	0	336	740	106	1467	136	240	4	14	67	144	2941	231	567	4	0	0	0	4	7	0	2	4	2	3973	84	12	0	6	1462	2115	2099	0	7973	1970	5	5101	17	64	1	345	6	7	4906	2	0	7718	0	0	18	8	368	178	764	1	1	35	0	1530	5927	6540	1	7	1	1151	0	2	0	16	6990	2255	106	3687	165	23413	29	522	0	10	482	25	0	74	99	56	1	0	140	398	315	199	2331	0	1	34	82	757	142	352	643
R1+2-10-23;ee=0.2182;size=21191	2484	67	0	44	6	0	5	0	0	0	82	0	0	83	29	14	1497	0	0	0	8	32	0	0	12	2	0	233	0	2131	1	0	19	6	0	3	54	260	245	5	24	0	1	0	0	200	326	15	0	13	134	52	95	0	0	28	246	304	199	0	142	85	0	135	0	310	191	650	15	0	0	0	0	0	0	0	606	55	20	0	1005	0	97	0	0	0	0	0	211	0	475	0	115	1	8	13	1017	1	0	474	1	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	1	0	0	924	0	0	0	91	0	1	0	0	1544	1	45	291	53	743	0	8	2	985	0	21	0	0	0	0	485	82	484	0	881	0	0	742	2	0	0	0	5	0	0	84	126	1293	0	0	0	1	1	0	1104	255	147	1	116	127	115	610	1249	0	0	0	16	0	259	0	0	31
R1+2-10-567;ee=0.1123;size=1350	418	17	0	15	0	0	0	0	0	0	1	0	0	0	4	0	16	0	0	0	0	0	0	0	1	0	0	0	0	56	0	0	3	0	0	0	0	12	2	0	0	0	0	0	0	6	4	1	0	0	0	0	0	0	0	7	9	1	51	0	0	35	0	15	0	8	5	8	0	0	0	0	0	0	0	0	53	2	0	0	258	0	16	0	0	0	0	0	60	0	205	0	14	0	0	12	1	0	0	164	2	0	0	0	0	1	1	0	0	0	0	15	0	0	0	0	0	0	0	83	0	0	0	7	0	0	0	0	123	0	1	5	1	29	0	0	0	162	0	5	0	0	0	0	45	0	23	0	98	0	0	26	1	0	0	3	0	0	0	6	2	303	0	0	0	0	0	0	123	36	1	0	0	1	53	26	196	0	0	0	0	0	38	0	0	0
R1+2-10-118;ee=0.1081;size=16390	2291	28	0	41	10	0	20	0	0	0	4	0	0	55	66	11	1765	0	0	0	3	5	0	1	5	0	0	277	0	795	0	2	11	0	6	5	65	165	133	2	34	0	0	0	0	200	193	4	0	19	46	1	62	0	0	28	230	15	227	0	0	130	0	104	0	242	233	459	18	0	0	0	0	0	0	0	506	27	97	0	371	0	123	0	0	0	0	0	224	3	661	46	135	6	8	44	408	1	87	657	2	0	0	0	2	0	0	1	5	0	0	148	0	0	3	0	0	2	0	570	0	0	0	51	0	0	0	0	1203	2	31	285	68	888	2	9	0	708	0	20	0	1	1	0	324	88	261	0	815	0	0	576	4	0	0	12	2	0	0	121	84	1568	0	0	0	2	0	0	736	364	1	0	50	87	116	1188	1338	2	0	1	0	0	119	16	0	38
R1+2-10-109;ee=0.0877;size=3638	570	7	1	32	1	0	0	0	0	0	175	0	0	3	33	1	185	0	0	0	0	0	0	0	1	1	0	3	0	44	0	0	3	0	0	0	7	28	14	0	1	0	0	0	0	32	30	0	0	0	2	0	2	0	0	5	39	6	109	0	0	51	0	27	0	26	30	66	0	0	0	0	0	0	0	0	110	13	6	0	349	0	62	0	0	0	0	0	253	0	299	0	43	1	2	6	40	0	0	132	2	0	0	0	1	0	1	0	0	0	0	40	0	0	0	0	0	0	0	162	0	0	0	18	0	0	0	0	378	0	0	15	1	123	0	2	0	364	0	5	0	0	2	0	102	3	67	0	219	0	0	126	3	0	0	0	0	0	0	29	18	616	0	0	0	0	0	0	249	149	3	0	4	55	31	240	422	0	0	0	0	0	108	0	0	0
R1+2-10-10062;ee=0.0675;size=13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
R1+2-10-760;ee=0.0939;size=150	246	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	1	0	0	0	26	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	9	2	0	0	0	1	0	8	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	27	0	8	11	0	8	0	0	0	9	0	0	0	0	0	0	14	4	1	0	21	0	0	8	0	0	0	0	0	0	0	0	3	100	0	0	0	0	0	0	40	13	0	0	8	0	0	149	68	0	0	0	0	0	0	0	0	0
R1+2-10-39;ee=0.0473;size=4054	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	11	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	9	182	0	2	0	0	1160	0	0	13	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	27	0	0	0	0	0	0	0	0	1294	278	368	0	490	149	0	0	742	0	0	96	3	0	0	0	0	15	34	187	0	0	0	0	0	7	0	0	0
R1+2-88-4057;ee=0.2445;size=9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	15	0	0	0	59	0	0	0	0	0	0	0	0	0	27	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	3	0	0	1	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	1	0	0	0	0	0	9	5	5	0	0	0	0	0	0	0	0	0
R1+2-10-50;ee=0.0520;size=4708	927	0	1	15	0	0	0	0	0	0	0	0	0	0	0	2	399	0	0	0	2	8	0	1	4	0	0	63	0	455	0	7	0	1	0	2	6	42	35	3	4	0	0	0	0	48	30	4	0	0	15	37	16	0	0	9	67	0	60	0	0	26	0	31	0	51	34	11	0	0	0	2	0	1	0	0	61	4	0	12	115	0	15	0	0	0	0	0	32	0	197	0	31	1	6	8	492	0	0	91	0	0	0	0	0	0	1	0	0	0	0	35	0	0	2	0	0	0	0	70	0	0	0	2	0	0	0	0	300	1	13	68	5	148	0	0	0	121	2	7	0	0	1	0	94	64	41	0	149	0	0	110	0	0	0	0	0	0	0	30	34	443	0	0	0	0	0	0	271	92	0	0	26	31	0	174	478	0	0	0	4	0	101	0	0	0
R1+2-10-51;ee=0.1348;size=333	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	225	1	0	0	0	1	0	0	1	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R1+2-10-55;ee=0.1190;size=19770	1159	3	0	2	0	0	33	0	0	0	168	0	0	0	0	0	8	0	0	20	0	51	0	0	13	0	0	0	0	0	0	0	223	0	2	2	0	24	109	0	0	0	0	0	0	224	1	1	5	0	0	2	17	0	0	38	2	0	5	6	8	0	0	281	0	22	0	0	1	0	0	0	0	1	0	0	32	2	0	0	0	0	8	2	0	0	0	0	0	0	11	0	4	0	0	0	26	0	117	3	0	0	0	0	0	0	0	0	0	14	1	226	0	0	34	990	0	0	0	41	516	0	26	86	0	0	0	0	4	1	0	1	1	2	0	2	0	1	16	7	0	0	3	0	1	128	132	1	759	0	0	0	0	0	1	3	48	6122	1448	1810	1564	1277	791	55	1	3768	1	1	1041	884	2	0	37	0	8	80	1585	11	0	0	9	0	45	4	1	75
R1+2-10-69;ee=0.0930;size=1565	342	14	0	9	0	0	0	0	0	0	0	0	0	0	8	0	33	0	0	0	0	0	0	0	0	1	0	0	0	51	0	0	1	0	0	0	1	9	3	1	0	0	0	0	0	9	10	0	0	0	0	0	1	0	0	5	14	0	74	0	0	33	0	15	0	7	10	45	0	0	0	0	0	0	0	0	162	5	0	0	173	0	19	0	0	0	0	0	86	0	155	0	0	0	0	10	7	0	0	78	0	0	0	0	0	3	0	0	1	0	0	25	0	0	0	0	0	0	0	119	0	0	0	5	0	0	0	0	193	1	0	8	0	22	0	0	0	222	0	1	0	0	1	0	59	1	31	0	101	0	0	47	2	0	0	0	0	0	0	18	5	298	0	0	0	0	0	0	165	50	2	0	1	46	55	25	193	0	0	0	0	0	3	0	0	0
R1+2-10-58;ee=0.0782;size=42438	1545	8	0	5	0	0	48	0	0	0	1	0	0	17	14	0	31	0	0	6	5	25	0	0	26	1519	0	0	0	0	0	0	539	0	1	0	0	0	50	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	387	0	714	12	0	0	0	0	1042	0	0	0	0	0	0	0	0	0	0	0	0	25	1	195	2	0	9	3	0	2	0	0	107	27	0	1	38	1	0	4	0	166	1	0	12	0	0	0	0	0	1	0	0	0	295	0	0	0	0	105	0	0	5	0	201	2538	0	48	0	2	0	0	0	1	2	0	3	1	0	0	11	4	0	0	8	0	0	0	0	513	324	0	0	14	0	0	0	0	0	2	4	1	10276	70	580	0	6262	922	12	0	6402	2190	1	3647	4105	57	1	54	0	269	317	4473	10	0	1	0	14	90	0	89	133
R1+2-22-9159;ee=0.0486;size=27	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	97	0	0	0	12	115	0	2	4	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	9	2	0	1	0	0	0	0	0	0	3	0	91	218	34	14	36	61	0	0	105	0	0	7	0	0	0	0	0	5	1	49	1	0	0	0	0	0	0	0	0
R1+2-10-544;ee=0.0596;size=799	235	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	7	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	9	0	40	0	0	5	0	14	0	2	6	9	0	0	0	0	0	0	0	0	66	0	0	0	146	0	13	0	0	0	0	0	19	0	91	0	6	1	0	5	16	0	0	2	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	78	0	0	0	0	18	0	0	0	77	0	1	0	0	0	0	20	4	6	0	49	0	0	18	0	0	0	0	0	0	0	6	3	154	0	0	0	1	0	0	82	32	0	0	1	0	18	17	146	0	0	0	0	0	1	0	0	0
R1+2-10-64;ee=0.0664;size=1525	259	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	38	0	0	0	0	317	0	1	0	3	0	4	1	0	0	0	25	0	0	0	0	0	6	0	0	0	0	1	0	6	3	0	0	0	0	0	0	0	0	3	0	0	5	1	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	67	2	16	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	77	3	0	4	18	0	0	0	0	198	0	0	55	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	40	0	0	0	0	0	0	1	0	516	138	222	2	296	156	0	0	275	19	0	94	20	1	0	1	0	6	0	214	0	0	0	0	0	0	0	0	0
R1+2-10-73;ee=0.0618;size=108031	3176	5	0	1	1	1	69	0	0	0	429	0	0	0	2	0	24	0	0	110	0	452	0	3	43	0	1	0	0	0	0	0	572	0	12	0	0	45	395	0	3	0	0	0	0	828	1	2	14	16	1	35	93	0	0	156	0	0	20	81	86	0	0	3659	0	30	0	0	1	0	0	0	0	0	0	0	183	7	1	0	0	0	192	28	5	4	0	0	2	0	30	0	15	2	1	0	183	0	1	26	0	0	0	0	0	0	0	0	1	81	5	718	0	0	124	1361	0	0	0	138	1305	0	101	775	0	0	0	1	2	8	0	9	9	0	0	16	0	3	18	13	0	0	1	0	9	352	508	3	1714	0	3	0	0	0	2	36	253	29541	3983	16527	2617	3244	9583	683	5	23092	5	0	2235	2819	19	0	190	0	5	526	4458	16	0	1	3	12	1	14	7	135
R1+2-10-18987;ee=0.0460;size=126	36	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1383	6	143	0	115	225	0	0	686	0	0	69	88	1	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0
R1+2-10-428;ee=0.0540;size=2300	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	1	0	0	0	0	0	0	0	0	0	0	0	1479	0	0	0	0	24	0	0	0	0	0	2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
