numero,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,Species,Freq_ITS_genbank,Prioridade
240,21129,Smilax oblongifolia Pohl ex Griseb.,NA,Smilacaceae,species,accepted,Smilax oblongifolia,Smilax oblongifolia,0,Prioridade 1
241,14567,Smilax staminea Griseb.,NA,Smilacaceae,species,accepted,Smilax staminea,Smilax staminea,0,Prioridade 1
901,582303,Aureliana picta (Mart.) I.M.C.Rodrigues & Stehmann.,NA,Solanaceae,species,accepted,Aureliana picta,Aureliana picta,0,Prioridade 1
902,14596,Brunfelsia brasiliensis (Spreng.) L.B.Sm. & Downs,NA,Solanaceae,species,accepted,Brunfelsia brasiliensis,Brunfelsia brasiliensis,0,Prioridade 1
903,24846,Brunfelsia grandiflora D.Don,NA,Solanaceae,species,accepted,Brunfelsia grandiflora,Brunfelsia grandiflora,0,Prioridade 1
904,14602,Brunfelsia obovata Benth.,NA,Solanaceae,species,accepted,Brunfelsia obovata,Brunfelsia obovata,0,Prioridade 1
905,21141,Cestrum gardneri Sendtn.,NA,Solanaceae,species,accepted,Cestrum gardneri,Cestrum gardneri,0,Prioridade 1
907,21143,Cestrum obovatum Sendtn.,NA,Solanaceae,species,accepted,Cestrum obovatum,Cestrum obovatum,0,Prioridade 1
906,14649,Cestrum schlechtendalii G.Don,NA,Solanaceae,species,accepted,Cestrum schlechtendalii,Cestrum schlechtendalii,0,Prioridade 1
908,24853,Cestrum strigilatum Ruiz & Pav.,NA,Solanaceae,species,accepted,Cestrum strigilatum,Cestrum strigilatum,0,Prioridade 1
909,14703,Schwenckia americana Rooyen ex L.,NA,Solanaceae,species,accepted,Schwenckia americana,Schwenckia americana,0,Prioridade 1
910,110180,Solanum amplexicaule Sendtn.,NA,Solanaceae,species,synonym,Solanum amplexicaule,Solanum amplexicaule,0,Prioridade 1
911,88088,Solanum didymum Dunal,NA,Solanaceae,species,accepted,Solanum didymum,Solanum didymum,0,Prioridade 1
912,14775,Solanum granulosoleprosum Dunal,NA,Solanaceae,species,accepted,Solanum granulosoleprosum,Solanum granulosoleprosum,0,Prioridade 1
913,14800,Solanum laxum Spreng.,NA,Solanaceae,species,accepted,Solanum laxum,Solanum laxum,0,Prioridade 1
914,14809,Solanum mauritianum Scop.,NA,Solanaceae,species,accepted,Solanum mauritianum,Solanum mauritianum,0,Prioridade 1
915,14816,Solanum oocarpum Sendtn.,NA,Solanaceae,species,accepted,Solanum oocarpum,Solanum oocarpum,0,Prioridade 1
916,124597,Solanum savannarum Ribeiro-Silva & ProenÌ¤a,NA,Solanaceae,species,accepted,Solanum savannarum,Solanum savannarum,0,Prioridade 1
917,24925,Styrax guyanensis A.DC.,NA,Styracaceae,species,accepted,Styrax guyanensis,Styrax guyanensis,0,Prioridade 1
918,14916,Symplocos pycnobotrya Mart. ex Miq.,NA,Symplocaceae,species,accepted,Symplocos pycnobotrya,Symplocos pycnobotrya,0,Prioridade 1
919,115421,Symplocos revoluta Casar.,NA,Symplocaceae,species,accepted,Symplocos revoluta,Symplocos revoluta,0,Prioridade 1
920,88145,Laplacea fruticosa (Schrad.) Kobuski,NA,Theaceae,species,accepted,Laplacea fruticosa,Laplacea fruticosa,0,Prioridade 1
921,15015,Turnera hilaireana Urb.,NA,Turneraceae,species,accepted,Turnera hilaireana,Turnera hilaireana,0,Prioridade 1
922,32968,Turnera longiflora Cambess.,NA,Turneraceae,species,accepted,Turnera longiflora,Turnera longiflora,0,Prioridade 1
242,21388,Vellozia squamata Pohl,NA,Velloziaceae,species,accepted,Vellozia squamata,Vellozia squamata,0,Prioridade 1
923,33155,Casselia glaziovii (Briq. & Moldenke) Moldenke,NA,Verbenaceae,species,accepted,Casselia glaziovii,Casselia glaziovii,0,Prioridade 1
924,26151,Lantana hypoleuca Briq.,NA,Verbenaceae,species,accepted,Lantana hypoleuca,Lantana hypoleuca,0,Prioridade 1
925,33164,Lantana viscosa Pohl ex Schauer,NA,Verbenaceae,species,accepted,Lantana viscosa,Lantana viscosa,0,Prioridade 1
927,33181,Lippia grandiflora Mart. & Schauer,NA,Verbenaceae,species,accepted,Lippia grandiflora,Lippia grandiflora,0,Prioridade 1
928,15177,Lippia lippioides (Cham.) Rusby,NA,Verbenaceae,species,accepted,Lippia lippioides,Lippia lippioides,0,Prioridade 1
926,21449,Lippia origanoides Kunth,NA,Verbenaceae,species,accepted,Lippia origanoides,Lippia origanoides,0,Prioridade 1
930,21450,Lippia oxycnemis Schauer,NA,Verbenaceae,species,accepted,Lippia oxycnemis,Lippia oxycnemis,0,Prioridade 1
931,33200,Lippia primulina S.Moore,NA,Verbenaceae,species,accepted,Lippia primulina,Lippia primulina,0,Prioridade 1
932,15180,Lippia pumila Cham.,NA,Verbenaceae,species,accepted,Lippia pumila,Lippia pumila,0,Prioridade 1
933,33209,Lippia sericea Cham.,NA,Verbenaceae,species,accepted,Lippia sericea,Lippia sericea,0,Prioridade 1
929,137531,Lippia stachyoides var. martiana (Schauer) Salimena & MÌ¼lgura,NA,Verbenaceae,variety,accepted,Lippia stachyoides var. martiana,Lippia stachyoides var. martiana,0,Prioridade 1
934,33215,Lippia vernonioides Cham.,NA,Verbenaceae,species,accepted,Lippia vernonioides,Lippia vernonioides,0,Prioridade 1
936,33233,Stachytarpheta gesnerioides Cham.,NA,Verbenaceae,species,accepted,Stachytarpheta gesnerioides,Stachytarpheta gesnerioides,0,Prioridade 1
935,39752,Stachytarpheta longispicata (Pohl) S.Atkins,NA,Verbenaceae,species,accepted,Stachytarpheta longispicata,Stachytarpheta longispicata,0,Prioridade 1
937,33259,Stachytarpheta villosa (Pohl) Cham.,NA,Verbenaceae,species,accepted,Stachytarpheta villosa,Stachytarpheta villosa,0,Prioridade 1
938,139418,Pombalia calceolaria (L.) Paula-Souza,NA,Violaceae,species,accepted,Pombalia calceolaria,Pombalia calceolaria,0,Prioridade 1
939,139422,Pombalia lanata (A.St.-Hil.) Paula-Souza,NA,Violaceae,species,accepted,Pombalia lanata,Pombalia lanata,0,Prioridade 1
940,21570,Cissus subrhomboidea (Baker) Planch.,NA,Vitaceae,species,accepted,Cissus subrhomboidea,Cissus subrhomboidea,0,Prioridade 1
941,15276,Callisthene major Mart.,NA,Vochysiaceae,species,accepted,Callisthene major,Callisthene major,0,Prioridade 1
942,15285,Qualea dichotoma (Mart.) Warm.,NA,Vochysiaceae,species,accepted,Qualea dichotoma,Qualea dichotoma,0,Prioridade 1
943,15288,Qualea grandiflora Mart.,NA,Vochysiaceae,species,accepted,Qualea grandiflora,Qualea grandiflora,0,Prioridade 1
944,15293,Qualea multiflora Mart.,NA,Vochysiaceae,species,accepted,Qualea multiflora,Qualea multiflora,0,Prioridade 1
945,15294,Qualea parviflora Mart.,NA,Vochysiaceae,species,accepted,Qualea parviflora,Qualea parviflora,0,Prioridade 1
946,15302,Vochysia elliptica Mart.,NA,Vochysiaceae,species,accepted,Vochysia elliptica,Vochysia elliptica,0,Prioridade 1
947,15310,Vochysia oppugnata (Vell.) Warm.,NA,Vochysiaceae,species,accepted,Vochysia oppugnata,Vochysia oppugnata,0,Prioridade 1
948,33330,Vochysia pumila Pohl,NA,Vochysiaceae,species,accepted,Vochysia pumila,Vochysia pumila,0,Prioridade 1
949,15312,Vochysia pyramidalis Mart.,NA,Vochysiaceae,species,accepted,Vochysia pyramidalis,Vochysia pyramidalis,0,Prioridade 1
950,15316,Vochysia rufa Mart.,NA,Vochysiaceae,species,accepted,Vochysia rufa,Vochysia rufa,0,Prioridade 1
951,15321,Vochysia thyrsoidea Pohl,NA,Vochysiaceae,species,accepted,Vochysia thyrsoidea,Vochysia thyrsoidea,0,Prioridade 1
243,77619,Xyris macrocephala Vahl,NA,Xyridaceae,species,accepted,Xyris macrocephala,Xyris macrocephala,0,Prioridade 1
244,33383,Xyris paraensis Poepp. ex Kunth,NA,Xyridaceae,species,accepted,Xyris paraensis,Xyris paraensis,0,Prioridade 1
245,33393,Xyris sororia Kunth,NA,Xyridaceae,species,accepted,Xyris sororia,Xyris sororia,0,Prioridade 1
246,21635,Xyris tortula Mart.,NA,Xyridaceae,species,accepted,Xyris tortula,Xyris tortula,0,Prioridade 1
1147,26226,Justicia oncodes (Lindau) Wassh. & C.Ezcurra,NA,Acanthaceae,species,accepted,Justicia oncodes,Justicia oncodes,1,Prioridade 2
1234,4198,Ruellia brevicaulis (Nees) Lindau,NA,Acanthaceae,species,accepted,Ruellia brevicaulis,Ruellia brevicaulis,1,Prioridade 2
1235,4205,Ruellia geminiflora Kunth,NA,Acanthaceae,species,accepted,Ruellia geminiflora,Ruellia geminiflora,1,Prioridade 2
956,4285,Alstroemeria gardneri Baker,NA,Alstroemeriaceae,species,accepted,Alstroemeria gardneri,Alstroemeria gardneri,1,Prioridade 2
957,4302,Alternanthera brasiliana (L.) Kuntze,NA,Amaranthaceae,species,accepted,Alternanthera brasiliana,Alternanthera brasiliana,1,Prioridade 2
1113,25100,Gomphrena globosa L.,NA,Amaranthaceae,species,accepted,Gomphrena globosa,Gomphrena globosa,1,Prioridade 2
959,4381,Anacardium occidentale L.,NA,Anacardiaceae,species,accepted,Anacardium occidentale,Anacardium occidentale,1,Prioridade 2
963,117273,Annona squamosa L.,NA,Annonaceae,species,accepted,Annona squamosa,Annona squamosa,1,Prioridade 2
1092,26421,Eryngium juncifolium (Urb.) Mathias & Constance,NA,Apiaceae,species,accepted,Eryngium juncifolium,Eryngium juncifolium,1,Prioridade 2
985,4541,Barjonia erecta (Vell.) K.Schum.,NA,Apocynaceae,species,accepted,Barjonia erecta,Barjonia erecta,1,Prioridade 2
988,4545,Blepharodon lineare (Decne.) Decne.,NA,Apocynaceae,species,accepted,Blepharodon lineare,Blepharodon lineare,1,Prioridade 2
989,21897,Blepharodon pictum (Vahl) W.D.Stevens,NA,Apocynaceae,species,accepted,Blepharodon pictum,Blepharodon pictum,1,Prioridade 2
1067,4580,Ditassa obcordata Mart.,NA,Apocynaceae,species,accepted,Ditassa obcordata,Ditassa obcordata,1,Prioridade 2
1068,4585,Ditassa retusa Mart.,NA,Apocynaceae,species,accepted,Ditassa retusa,Ditassa retusa,1,Prioridade 2
1069,4588,Ditassa tomentosa (Decne.) Fontella,NA,Apocynaceae,species,accepted,Ditassa tomentosa,Ditassa tomentosa,1,Prioridade 2
1122,4615,Hemipogon acerosus Decne.,NA,Apocynaceae,species,accepted,Hemipogon acerosus,Hemipogon acerosus,1,Prioridade 2
1166,4689,Marsdenia macrophylla (Humb. & Bonpl. ex Schult.) E.Fourn.,NA,Apocynaceae,species,accepted,Marsdenia macrophylla,Marsdenia macrophylla,1,Prioridade 2
1291,4875,Temnadenia violacea (Vell.) Miers,NA,Apocynaceae,species,accepted,Temnadenia violacea,Temnadenia violacea,1,Prioridade 2
1216,5070,Pistia stratiotes L.,NA,Araceae,species,accepted,Pistia stratiotes,Pistia stratiotes,1,Prioridade 2
1126,5115,Hydrocotyle bonariensis Lam.,NA,Araliaceae,species,accepted,Hydrocotyle bonariensis,Hydrocotyle bonariensis,1,Prioridade 2
1242,5136,Schefflera calva (Cham.) Frodin & Fiaschi,NA,Araliaceae,species,accepted,Schefflera calva,Schefflera calva,1,Prioridade 2
1243,15659,Schefflera macrocarpa (Cham. & Schltdl.) Frodin,NA,Araliaceae,species,accepted,Schefflera macrocarpa,Schefflera macrocarpa,1,Prioridade 2
977,22106,Bactris gasipaes Kunth,NA,Arecaceae,species,accepted,Bactris gasipaes,Bactris gasipaes,1,Prioridade 2
952,103231,Acanthospermum australe (Loefl.) Kuntze,NA,Asteraceae,species,accepted,Acanthospermum australe,Acanthospermum australe,1,Prioridade 2
965,26794,Apopyros warmingii (Baker) G.L.Nesom,NA,Asteraceae,species,accepted,Apopyros warmingii,Apopyros warmingii,1,Prioridade 2
987,114852,Bidens graveolens Mart.,NA,Asteraceae,species,accepted,Bidens graveolens,Bidens graveolens,1,Prioridade 2
1009,26938,Campuloclinium megacephalum (Mart. ex Baker) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Campuloclinium megacephalum,Campuloclinium megacephalum,1,Prioridade 2
1028,5272,Chaptalia integerrima (Vell.) Burkart,NA,Asteraceae,species,accepted,Chaptalia integerrima,Chaptalia integerrima,1,Prioridade 2
1031,26950,Chresta scapigera (Less.) Gardner,NA,Asteraceae,species,accepted,Chresta scapigera,Chresta scapigera,1,Prioridade 2
1032,26953,Chresta sphaerocephala DC.,NA,Asteraceae,species,accepted,Chresta sphaerocephala,Chresta sphaerocephala,1,Prioridade 2
1033,16057,Chromolaena horminoides DC.,NA,Asteraceae,species,accepted,Chromolaena horminoides,Chromolaena horminoides,1,Prioridade 2
1034,16058,Chromolaena laevigata (Lam.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Chromolaena laevigata,Chromolaena laevigata,1,Prioridade 2
1059,16083,Delilia biflora (L.) Kuntze,NA,Asteraceae,species,accepted,Delilia biflora,Delilia biflora,1,Prioridade 2
1073,27040,Echinocoryne holosericea (Mart. ex DC.) H.Rob.,NA,Asteraceae,species,accepted,Echinocoryne holosericea,Echinocoryne holosericea,1,Prioridade 2
1076,16104,Emilia fosbergii Nicolson,NA,Asteraceae,species,accepted,Emilia fosbergii,Emilia fosbergii,1,Prioridade 2
1085,80635,Eremanthus glomerulatus Less.,NA,Asteraceae,species,accepted,Eremanthus glomerulatus,Eremanthus glomerulatus,1,Prioridade 2
1086,27059,Eremanthus goyazensis (Gardner) Sch.Bip.,NA,Asteraceae,species,accepted,Eremanthus goyazensis,Eremanthus goyazensis,1,Prioridade 2
1087,27062,Eremanthus mollis Sch.Bip.,NA,Asteraceae,species,accepted,Eremanthus mollis,Eremanthus mollis,1,Prioridade 2
1103,16123,Fleischmannia laxa (Gardner) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Fleischmannia laxa,Fleischmannia laxa,1,Prioridade 2
1114,27077,Grazielia bishopii R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Grazielia bishopii,Grazielia bishopii,1,Prioridade 2
1115,27080,Grazielia intermedia (DC.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Grazielia intermedia,Grazielia intermedia,1,Prioridade 2
1123,16137,Heterocondylus alatus (Vell.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Heterocondylus alatus,Heterocondylus alatus,1,Prioridade 2
1124,16144,Hoehnephytum trixoides (Gardner) Cabrera,NA,Asteraceae,species,accepted,Hoehnephytum trixoides,Hoehnephytum trixoides,1,Prioridade 2
1140,27108,Ichthyothere latifolia Baker,NA,Asteraceae,species,accepted,Ichthyothere latifolia,Ichthyothere latifolia,1,Prioridade 2
1141,16146,Ichthyothere terminalis (Spreng.) S.F.Blake,NA,Asteraceae,species,accepted,Ichthyothere terminalis,Ichthyothere terminalis,1,Prioridade 2
1146,27125,Jungia floribunda Less.,NA,Asteraceae,species,accepted,Jungia floribunda,Jungia floribunda,1,Prioridade 2
1151,27132,Lepidaploa aurea (Mart. ex DC.) H.Rob.,NA,Asteraceae,species,accepted,Lepidaploa aurea,Lepidaploa aurea,1,Prioridade 2
1152,109715,Lepidaploa canescens (Kunth) H.Rob.,NA,Asteraceae,species,accepted,Lepidaploa canescens,Lepidaploa canescens,1,Prioridade 2
1153,27165,Lessingianthus bardanoides (Less.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus bardanoides,Lessingianthus bardanoides,1,Prioridade 2
1154,27201,Lessingianthus linearis (Spreng.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus linearis,Lessingianthus linearis,1,Prioridade 2
1178,5389,Mikania lasiandrae DC.,NA,Asteraceae,species,accepted,Mikania lasiandrae,Mikania lasiandrae,1,Prioridade 2
1214,5482,Piptocarpha oblonga (Gardner) Baker,NA,Asteraceae,species,accepted,Piptocarpha oblonga,Piptocarpha oblonga,1,Prioridade 2
1218,16260,Porophyllum angustissimum Gardner,NA,Asteraceae,species,accepted,Porophyllum angustissimum,Porophyllum angustissimum,1,Prioridade 2
1228,16281,Raulinoreitzia crenulata (Spreng.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Raulinoreitzia crenulata,Raulinoreitzia crenulata,1,Prioridade 2
1229,27339,Raulinoreitzia leptophlebia (B.L.Rob.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Raulinoreitzia leptophlebia,Raulinoreitzia leptophlebia,1,Prioridade 2
1247,25261,Senecio adamantinus Bong.,NA,Asteraceae,species,accepted,Senecio adamantinus,Senecio adamantinus,1,Prioridade 2
1275,27386,Stenocephalum megapotamicum (Spreng.) Sch.Bip.,NA,Asteraceae,species,accepted,Stenocephalum megapotamicum,Stenocephalum megapotamicum,1,Prioridade 2
1276,27407,Stevia veronicae DC.,NA,Asteraceae,species,accepted,Stevia veronicae,Stevia veronicae,1,Prioridade 2
1277,27413,Stomatanthes dictyophyllus (DC.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Stomatanthes dictyophyllus,Stomatanthes dictyophyllus,1,Prioridade 2
1278,27417,Stomatanthes trigonus (Gardner) H.Rob.,NA,Asteraceae,species,accepted,Stomatanthes trigonus,Stomatanthes trigonus,1,Prioridade 2
1281,16335,Symphyopappus compressus (Gardner) B.L.Rob.,NA,Asteraceae,species,accepted,Symphyopappus compressus,Symphyopappus compressus,1,Prioridade 2
1282,16337,Symphyopappus reticulatus Baker,NA,Asteraceae,species,accepted,Symphyopappus reticulatus,Symphyopappus reticulatus,1,Prioridade 2
1149,5548,Langsdorffia hypogaea Mart.,NA,Balanophoraceae,species,accepted,Langsdorffia hypogaea,Langsdorffia hypogaea,1,Prioridade 2
986,5616,Begonia fischeri Schrank,NA,Begoniaceae,species,accepted,Begonia fischeri,Begonia fischeri,1,Prioridade 2
1290,114447,Tecoma stans (L.) Juss. ex Kunth,NA,Bignoniaceae,species,accepted,Tecoma stans,Tecoma stans,1,Prioridade 2
1037,27545,Cochlospermum regium (Mart. ex Schrank) Pilg.,NA,Bixaceae,species,accepted,Cochlospermum regium,Cochlospermum regium,1,Prioridade 2
1039,16511,Cordia glabrata (Mart.) A.DC.,NA,Boraginaceae,species,accepted,Cordia glabrata,Cordia glabrata,1,Prioridade 2
1040,16528,Cordia sellowiana Cham.,NA,Boraginaceae,species,accepted,Cordia sellowiana,Cordia sellowiana,1,Prioridade 2
1041,16536,Cordia trichotoma (Vell.) ArrÌÁb. ex Steud.,NA,Boraginaceae,species,accepted,Cordia trichotoma,Cordia trichotoma,1,Prioridade 2
1300,105526,Varronia sessilifolia (Cham.) Borhidi,NA,Boraginaceae,species,accepted,Varronia sessilifolia,Varronia sessilifolia,1,Prioridade 2
994,110592,Burmannia alba Mart.,NA,Burmanniaceae,species,accepted,Burmannia alba,Burmannia alba,1,Prioridade 2
995,110597,Burmannia damazii Beauverd,NA,Burmanniaceae,species,accepted,Burmannia damazii,Burmannia damazii,1,Prioridade 2
1222,16660,Protium ovatum Engl.,NA,Burseraceae,species,accepted,Protium ovatum,Protium ovatum,1,Prioridade 2
1223,6599,Protium spruceanum (Benth.) Engl.,NA,Burseraceae,species,accepted,Protium spruceanum,Protium spruceanum,1,Prioridade 2
1245,1743,Schlumbergera truncata (Haw.) Moran,NA,Cactaceae,species,accepted,Schlumbergera truncata,Schlumbergera truncata,1,Prioridade 2
1015,106890,Celtis iguanaea (Jacq.) Sarg.,NA,Cannabaceae,species,accepted,Celtis iguanaea,Celtis iguanaea,1,Prioridade 2
1013,6688,Caryocar brasiliense Cambess.,NA,Caryocaraceae,species,accepted,Caryocar brasiliense,Caryocar brasiliense,1,Prioridade 2
1029,6738,Cheiloclinium cognatum (Miers) A.C.Sm.,NA,Celastraceae,species,accepted,Cheiloclinium cognatum,Cheiloclinium cognatum,1,Prioridade 2
1207,17787,Peritassa campestris (Cambess.) A.C.Sm.,NA,Celastraceae,species,accepted,Peritassa campestris,Peritassa campestris,1,Prioridade 2
1236,25363,Salacia crassifolia (Mart. ex Schult.) G.Don,NA,Celastraceae,species,accepted,Salacia crassifolia,Salacia crassifolia,1,Prioridade 2
1237,6791,Salacia elliptica (Mart. ex Schult.) G.Don,NA,Celastraceae,species,accepted,Salacia elliptica,Salacia elliptica,1,Prioridade 2
1121,6808,Hedyosmum brasiliense Mart. ex Miq.,NA,Chloranthaceae,species,accepted,Hedyosmum brasiliense,Hedyosmum brasiliense,1,Prioridade 2
1155,16816,Licania apetala (E.Mey.) Fritsch,NA,Chrysobalanaceae,species,accepted,Licania apetala,Licania apetala,1,Prioridade 2
1156,16847,Licania octandra (Hoffmanns. ex Roem. & Schult.) Kuntze,NA,Chrysobalanaceae,species,accepted,Licania octandra,Licania octandra,1,Prioridade 2
1297,7111,Turbina cordata (Choisy) D.F.Austin & Staples,NA,Convolvulaceae,species,accepted,Turbina cordata,Turbina cordata,1,Prioridade 2
993,17125,Bulbostylis hirtella (Schrad.) Urb.,NA,Cyperaceae,species,accepted,Bulbostylis hirtella,Bulbostylis hirtella,1,Prioridade 2
1053,25411,Cyperus rigens C.Presl,NA,Cyperaceae,species,accepted,Cyperus rigens,Cyperus rigens,1,Prioridade 2
1148,7228,Lagenocarpus rigidus Nees,NA,Cyperaceae,species,accepted,Lagenocarpus rigidus,Lagenocarpus rigidus,1,Prioridade 2
1056,17279,Davilla elliptica A.St.-Hil.,NA,Dilleniaceae,species,accepted,Davilla elliptica,Davilla elliptica,1,Prioridade 2
1070,7357,Doliocarpus dentatus (Aubl.) Standl.,NA,Dilleniaceae,species,accepted,Doliocarpus dentatus,Doliocarpus dentatus,1,Prioridade 2
1071,7424,Drosera communis A.St.-Hil.,NA,Droseraceae,species,accepted,Drosera communis,Drosera communis,1,Prioridade 2
1072,7426,Drosera montana A.St.-Hil.,NA,Droseraceae,species,accepted,Drosera montana,Drosera montana,1,Prioridade 2
1110,7483,Gaylussacia brasiliensis (Spreng.) Meisn.,NA,Ericaceae,species,accepted,Gaylussacia brasiliensis,Gaylussacia brasiliensis,1,Prioridade 2
1111,28648,Gaylussacia goyazensis Sleumer,NA,Ericaceae,species,accepted,Gaylussacia goyazensis,Gaylussacia goyazensis,1,Prioridade 2
1192,7591,Paepalanthus elongatus (Bong.) KÌ¦rn.,NA,Eriocaulaceae,species,accepted,Paepalanthus elongatus,Paepalanthus elongatus,1,Prioridade 2
1285,7655,Syngonanthus caulescens (Poir.) Ruhland,NA,Eriocaulaceae,species,accepted,Syngonanthus caulescens,Syngonanthus caulescens,1,Prioridade 2
1286,7660,Syngonanthus fischerianus (Bong.) Ruhland,NA,Eriocaulaceae,species,accepted,Syngonanthus fischerianus,Syngonanthus fischerianus,1,Prioridade 2
1287,7662,Syngonanthus gracilis (Bong.) Ruhland,NA,Eriocaulaceae,species,accepted,Syngonanthus gracilis,Syngonanthus gracilis,1,Prioridade 2
1288,29074,Syngonanthus helminthorrhizus (Mart. ex KÌ¦rn.) Ruhland,NA,Eriocaulaceae,species,accepted,Syngonanthus helminthorrhizus,Syngonanthus helminthorrhizus,1,Prioridade 2
1289,7668,Syngonanthus nitens Ruhland,NA,Eriocaulaceae,species,accepted,Syngonanthus nitens,Syngonanthus nitens,1,Prioridade 2
1045,17501,Croton antisyphiliticus Mart.,NA,Euphorbiaceae,species,accepted,Croton antisyphiliticus,Croton antisyphiliticus,1,Prioridade 2
1046,17546,Croton urucurana Baill.,NA,Euphorbiaceae,species,accepted,Croton urucurana,Croton urucurana,1,Prioridade 2
1055,25499,Dalechampia caperonioides Baill.,NA,Euphorbiaceae,species,accepted,Dalechampia caperonioides,Dalechampia caperonioides,1,Prioridade 2
1098,36070,Euphorbia potentilloides Boiss.,NA,Euphorbiaceae,species,accepted,Euphorbia potentilloides,Euphorbia potentilloides,1,Prioridade 2
954,82602,Aeschynomene paniculata Willd. ex Vogel,NA,Fabaceae,species,accepted,Aeschynomene paniculata,Aeschynomene paniculata,1,Prioridade 2
960,22794,Andira vermifuga (Mart.) Benth.,NA,Fabaceae,species,accepted,Andira vermifuga,Andira vermifuga,1,Prioridade 2
1005,82731,Calliandra virgata Benth.,NA,Fabaceae,species,accepted,Calliandra virgata,Calliandra virgata,1,Prioridade 2
1019,29512,Centrolobium tomentosum Guillem. ex Benth.,NA,Fabaceae,species,accepted,Centrolobium tomentosum,Centrolobium tomentosum,1,Prioridade 2
1020,27872,Chamaecrista cathartica (Mart.) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Chamaecrista cathartica,Chamaecrista cathartica,1,Prioridade 2
1021,27914,Chamaecrista dalbergiifolia (Benth.) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Chamaecrista dalbergiifolia,Chamaecrista dalbergiifolia,1,Prioridade 2
1022,27951,Chamaecrista filicifolia (Benth.) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Chamaecrista filicifolia,Chamaecrista filicifolia,1,Prioridade 2
1023,82906,Chamaecrista multiseta (Benth.) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Chamaecrista multiseta,Chamaecrista multiseta,1,Prioridade 2
1024,28035,Chamaecrista planaltoana (Harms) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Chamaecrista planaltoana,Chamaecrista planaltoana,1,Prioridade 2
1025,82925,Chamaecrista rotundifolia (Pers.) Greene,NA,Fabaceae,species,accepted,Chamaecrista rotundifolia,Chamaecrista rotundifolia,1,Prioridade 2
1026,28073,Chamaecrista setosa (Vogel) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Chamaecrista setosa,Chamaecrista setosa,1,Prioridade 2
1027,82936,Chamaecrista trichopoda (Benth.) Britton & Rose ex Britton & Killip,NA,Fabaceae,species,accepted,Chamaecrista trichopoda,Chamaecrista trichopoda,1,Prioridade 2
1044,29561,Crotalaria flavicoma Benth.,NA,Fabaceae,species,accepted,Crotalaria flavicoma,Crotalaria flavicoma,1,Prioridade 2
1054,22909,Dalbergia frutescens (Vell.) Britton,NA,Fabaceae,species,accepted,Dalbergia frutescens,Dalbergia frutescens,1,Prioridade 2
1060,29619,Dioclea glabra Benth.,NA,Fabaceae,species,accepted,Dioclea glabra,Dioclea glabra,1,Prioridade 2
1079,83154,Enterolobium contortisiliquum (Vell.) Morong,NA,Fabaceae,species,accepted,Enterolobium contortisiliquum,Enterolobium contortisiliquum,1,Prioridade 2
1080,83156,Enterolobium gummiferum (Mart.) J.F.Macbr.,NA,Fabaceae,species,accepted,Enterolobium gummiferum,Enterolobium gummiferum,1,Prioridade 2
1104,29705,Galactia peduncularis (Benth.) Taub.,NA,Fabaceae,species,accepted,Galactia peduncularis,Galactia peduncularis,1,Prioridade 2
1105,29711,Galactia stereophylla Harms,NA,Fabaceae,species,accepted,Galactia stereophylla,Galactia stereophylla,1,Prioridade 2
1127,83206,Hymenaea stigonocarpa Mart. ex Hayne,NA,Fabaceae,species,accepted,Hymenaea stigonocarpa,Hymenaea stigonocarpa,1,Prioridade 2
1143,83215,Indigofera lespedezioides Kunth,NA,Fabaceae,species,accepted,Indigofera lespedezioides,Indigofera lespedezioides,1,Prioridade 2
1161,29758,Machaerium aculeatum Raddi,NA,Fabaceae,species,accepted,Machaerium aculeatum,Machaerium aculeatum,1,Prioridade 2
1162,29759,Machaerium acutifolium Vogel,NA,Fabaceae,species,accepted,Machaerium acutifolium,Machaerium acutifolium,1,Prioridade 2
1165,29793,Macroptilium sabaraense (Hoehne) V.P.Barbosa,NA,Fabaceae,species,accepted,Macroptilium sabaraense,Macroptilium sabaraense,1,Prioridade 2
1179,31169,Mimosa gracilis Benth.,NA,Fabaceae,species,accepted,Mimosa gracilis,Mimosa gracilis,1,Prioridade 2
1205,83567,Peltophorum dubium (Spreng.) Taub.,NA,Fabaceae,species,accepted,Peltophorum dubium,Peltophorum dubium,1,Prioridade 2
