numero,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,Species,Freq_ITS_genbank,Prioridade
1058,13920,Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,NA,Rubiaceae,species,accepted,Declieuxia fruticosa,Declieuxia fruticosa,1,Prioridade 2
1077,13938,Emmeorhiza umbellata (Spreng.) K.Schum.,NA,Rubiaceae,species,accepted,Emmeorhiza umbellata,Emmeorhiza umbellata,1,Prioridade 2
1100,13962,Faramea hyacinthina Mart.,NA,Rubiaceae,species,accepted,Faramea hyacinthina,Faramea hyacinthina,1,Prioridade 2
1101,20741,Ferdinandusa speciosa (Pohl) Pohl,NA,Rubiaceae,species,accepted,Ferdinandusa speciosa,Ferdinandusa speciosa,1,Prioridade 2
1108,20743,Galianthe grandifolia E.L.Cabral,NA,Rubiaceae,species,accepted,Galianthe grandifolia,Galianthe grandifolia,1,Prioridade 2
1109,14014,Galianthe peruviana (Pers.) E.L.Cabral,NA,Rubiaceae,species,accepted,Galianthe peruviana,Galianthe peruviana,1,Prioridade 2
1193,20795,Palicourea rigida Kunth,NA,Rubiaceae,species,accepted,Palicourea rigida,Palicourea rigida,1,Prioridade 2
1225,14167,Psychotria carthagenensis Jacq.,NA,Rubiaceae,species,accepted,Psychotria carthagenensis,Psychotria carthagenensis,1,Prioridade 2
1230,14235,Richardia brasiliensis Gomes,NA,Rubiaceae,species,accepted,Richardia brasiliensis,Richardia brasiliensis,1,Prioridade 2
1260,14298,Sipanea hispida Benth. ex Wernham,NA,Rubiaceae,species,accepted,Sipanea hispida,Sipanea hispida,1,Prioridade 2
1093,611,Esenbeckia pumila Pohl,NA,Rutaceae,species,accepted,Esenbeckia pumila,Esenbeckia pumila,1,Prioridade 2
1208,14422,Phoradendron crassifolium (Pohl ex DC.) Eichler,NA,Santalaceae,species,accepted,Phoradendron crassifolium,Phoradendron crassifolium,1,Prioridade 2
1209,14443,Phoradendron piperoides (Kunth) Trel.,NA,Santalaceae,species,accepted,Phoradendron piperoides,Phoradendron piperoides,1,Prioridade 2
1169,20909,Matayba guianensis Aubl.,NA,Sapindaceae,species,accepted,Matayba guianensis,Matayba guianensis,1,Prioridade 2
1252,20941,Serjania caracasana (Jacq.) Willd.,NA,Sapindaceae,species,accepted,Serjania caracasana,Serjania caracasana,1,Prioridade 2
1253,20963,Serjania marginata Casar.,NA,Sapindaceae,species,accepted,Serjania marginata,Serjania marginata,1,Prioridade 2
1219,21020,Pouteria ramiflora (Mart.) Radlk.,NA,Sapotaceae,species,accepted,Pouteria ramiflora,Pouteria ramiflora,1,Prioridade 2
1220,14522,Pradosia brevipes (Pierre) T.D.Penn.,NA,Sapotaceae,species,accepted,Pradosia brevipes,Pradosia brevipes,1,Prioridade 2
899,1377,Simaba suffruticosa Engl.,NA,,species,accepted,Simaba suffruticosa,Simaba suffruticosa,1,Prioridade 2
1256,1381,Simarouba amara Aubl.,NA,Simaroubaceae,species,accepted,Simarouba amara,Simarouba amara,1,Prioridade 2
1257,1394,Simarouba versicolor A.St.-Hil.,NA,Simaroubaceae,species,accepted,Simarouba versicolor,Simarouba versicolor,1,Prioridade 2
1261,14548,Siparuna guianensis Aubl.,NA,Siparunaceae,species,accepted,Siparuna guianensis,Siparuna guianensis,1,Prioridade 2
1265,14556,Smilax fluminensis Steud.,NA,Smilacaceae,species,accepted,Smilax fluminensis,Smilax fluminensis,1,Prioridade 2
1266,14782,Solanum incarceratum Ruiz & Pav.,NA,Solanaceae,species,accepted,Solanum incarceratum,Solanum incarceratum,1,Prioridade 2
1267,14805,Solanum lycocarpum A.St.-Hil.,NA,Solanaceae,species,accepted,Solanum lycocarpum,Solanum lycocarpum,1,Prioridade 2
1268,14819,Solanum palinacanthum Dunal,NA,Solanaceae,species,accepted,Solanum palinacanthum,Solanum palinacanthum,1,Prioridade 2
1269,14821,Solanum paniculatum L.,NA,Solanaceae,species,accepted,Solanum paniculatum,Solanum paniculatum,1,Prioridade 2
1270,14854,Solanum schlechtendalianum Walp.,NA,Solanaceae,species,accepted,Solanum schlechtendalianum,Solanum schlechtendalianum,1,Prioridade 2
1271,14857,Solanum scuticum M.Nee,NA,Solanaceae,species,accepted,Solanum scuticum,Solanum scuticum,1,Prioridade 2
1272,14871,Solanum subumbellatum Vell.,NA,Solanaceae,species,accepted,Solanum subumbellatum,Solanum subumbellatum,1,Prioridade 2
1280,21256,Styrax pohlii A.DC.,NA,Styracaceae,species,accepted,Styrax pohlii,Styrax pohlii,1,Prioridade 2
1283,14911,Symplocos nitens (Pohl) Benth.,NA,Symplocaceae,species,accepted,Symplocos nitens,Symplocos nitens,1,Prioridade 2
1284,14915,Symplocos pubescens Klotzsch ex Benth.,NA,Symplocaceae,species,accepted,Symplocos pubescens,Symplocos pubescens,1,Prioridade 2
1157,15178,Lippia lupulina Cham.,NA,Verbenaceae,species,accepted,Lippia lupulina,Lippia lupulina,1,Prioridade 2
1158,26162,Lippia rotundifolia Cham.,NA,Verbenaceae,species,accepted,Lippia rotundifolia,Lippia rotundifolia,1,Prioridade 2
1035,15257,Cissus erosa Rich.,NA,Vitaceae,species,accepted,Cissus erosa,Cissus erosa,1,Prioridade 2
1302,15322,Vochysia tucanorum Mart.,NA,Vochysiaceae,species,accepted,Vochysia tucanorum,Vochysia tucanorum,1,Prioridade 2
,,Diospyros lasiocalyx,nova,,,,,,,
1707,,Zornia latifolia,nova,Fabaceae,,,,,,
,,Homalolepis suffruticosa (Engl.) ,nova,Simaroubaceae,,,,,,
